model,set,item_id,intermediate,lens,layer,top10
gemma-3-27b-it,typo,typo-language,language,released-R,5,", |  as | -- |  and |  ( |  "" |  in |  specifically |  furthermore | ;"
gemma-3-27b-it,typo,typo-language,language,released-R,6,", |  and |  as |  ( |  in | -- |  "" |  specifically | ; | ..."
gemma-3-27b-it,typo,typo-language,language,released-R,7,", |  and |  as |  in |  ( |  "" | -- |  to |   | ;"
gemma-3-27b-it,typo,typo-language,language,released-R,8,", |  seperate |  and |  as |  in |  to |  isnt |  seper |  for |  """
gemma-3-27b-it,typo,typo-language,language,released-R,9," seperate |  isnt | , |  seper |  recieve |  and |  doesnt |  english |  as |  accomod"
gemma-3-27b-it,typo,typo-language,language,released-R,10," seperate |  isnt |  recieve |  english |  seper | , |  and |  language | -- |  doesnt"
gemma-3-27b-it,typo,typo-language,language,released-R,11," seperate | , |  and |  isnt |  language | -- |  as |  in |  recieve |  english"
gemma-3-27b-it,typo,typo-language,language,released-R,12,", |  language |  seperate |  and |  english |  as |  in | -- |  to |  recieve"
gemma-3-27b-it,typo,typo-language,language,released-R,13," language |  english | , |  and |  seperate |  languages |  to |  in |  as |  recieve"
gemma-3-27b-it,typo,typo-language,language,released-R,14," language | , |  and |  in |  english |  languages |  as |  to |  seperate |  for"
gemma-3-27b-it,typo,typo-language,language,released-R,15," language | , |  and |  in |  to |  as |  languages |  for |  english |  """
gemma-3-27b-it,typo,typo-language,language,released-R,16," language |  english |  seperate |  languages |  and | , |  recieve |  seper |  in |  to"
gemma-3-27b-it,typo,typo-language,language,released-R,17," language |  languages |  and |  english | , |  seperate |  in |  to |  recieve |  Language"
gemma-3-27b-it,typo,typo-language,language,released-R,18," language |  languages |  english | , |  and |  seperate |  Language |  in |  linguistics |  to"
gemma-3-27b-it,typo,typo-language,language,released-R,19," language |  languages |  english | , |  and |  learning |  linguistics |  Language |  in |  seperate"
gemma-3-27b-it,typo,typo-language,language,released-R,20," language |  languages |  english |  learning |  linguistics |  Language |  and | , |  seperate |  bilingual"
gemma-3-27b-it,typo,typo-language,language,released-R,21, recieve |  language |  seperate |  english |  seper |  languages |  recieved |  accomod |  learning |  sucess
gemma-3-27b-it,typo,typo-language,language,released-R,22, recieve |  seperate |  seper |  recieved |  alot |  sucess |  occuring |  accomod |  inital |  english
gemma-3-27b-it,typo,typo-language,language,released-R,23, language |  seperate |  recieve |  seper |  english |  languages |  learning |  recieved |  accomod |  sucess
gemma-3-27b-it,typo,typo-language,language,released-R,24, recieve |  seperate |  language |  accomod |  seper |  english |  languages |  learning |  recieved |  sucess
gemma-3-27b-it,typo,typo-language,language,released-R,25, recieve |  seperate |  seper |  accomod |  recieved |  language |  english |  sucess |  occuring |  learning
gemma-3-27b-it,typo,typo-language,language,released-R,26, seperate |  recieve |  seper |  recieved |  accomod |  alot |  occuring |  sucess |  inital |  english
gemma-3-27b-it,typo,typo-language,language,released-R,27, seperate |  recieve |  accomod |  english |  seper |  language |  recieved |  student |  languages |  learning
gemma-3-27b-it,typo,typo-language,language,released-R,28, student |  students |  teaching |  english |  learning |  language |  seperate |  recieve |  languages |  curriculum
gemma-3-27b-it,typo,typo-language,language,released-R,29, teaching |  learning |  student |  students |  classroom |  language |  curriculum |  english |  teachers |  education
gemma-3-27b-it,typo,typo-language,language,released-R,30, language |  teaching |  learning |  students |  student |  english |  languages |  classroom |  curriculum |  teachers
gemma-3-27b-it,typo,typo-language,language,released-R,31, students |  student |  teaching |  learning |  english |  classroom |  language |  recieve |  accomod |  teachers
gemma-3-27b-it,typo,typo-language,language,released-R,32, learning |  teaching |  english |  students |  language |  languages |  student |  recieve |  classroom |  curriculum
gemma-3-27b-it,typo,typo-language,language,released-R,33, learning |  english |  students |  teaching |  classroom |  accomod |  student |  wasnt |  languages |  language
gemma-3-27b-it,typo,typo-language,language,released-R,34, languages |  language |  english |  Language |  learning |  اللغه |  Languages |  bahasa | language |  spanish
gemma-3-27b-it,typo,typo-language,language,released-R,35, language |  languages |  english |  Language |  اللغه |  bahasa |  Languages | language |  learning | languages
gemma-3-27b-it,typo,typo-language,language,released-R,36, language |  languages |  Language |  english |  اللغه |  Languages | language |  bahasa |  linguistics | 语言
gemma-3-27b-it,typo,typo-language,language,released-R,37, english |  languages |  language |  wasnt |  spanish |  اللغه |  atleast | .... |  thats |  Language
gemma-3-27b-it,typo,typo-language,language,released-R,38, languages |  language |  english |  اللغه |  spanish |  Language |  Languages |  bahasa | language | 言語
gemma-3-27b-it,typo,typo-language,language,released-R,39, languages |  language |  english |  اللغه |  spanish |  Language |  Languages |  bahasa |  linguistics |  hispanic
gemma-3-27b-it,typo,typo-language,language,released-R,40, languages |  language |  english |  spanish |  اللغه |  Languages |  Language |  wasnt |  hispanic |  linguistics
gemma-3-27b-it,typo,typo-language,language,released-R,41, languages |  language |  اللغه |  Languages |  Language |  english | language |  langage | languages |  spanish
gemma-3-27b-it,typo,typo-language,language,released-R,42, languages |  language |  اللغه |  Language |  Languages |  spanish |  english |  langage | language | languages
gemma-3-27b-it,typo,typo-language,language,released-R,43, languages |  language |  اللغه |  Languages |  Language |  spanish |  langage | language | languages |  english
gemma-3-27b-it,typo,typo-language,language,released-R,44, language |  languages |  spanish |  اللغه |  Languages |  Language |  langage |  english | language | languages
gemma-3-27b-it,typo,typo-language,language,released-R,45, language |  languages |  اللغه |  Language |  langage | language |  Languages |  spanish |  english | languages
gemma-3-27b-it,typo,typo-language,language,released-R,46, spanish |  language |  languages |  wasnt |  english |  langage |  thats |  اللغه |  isnt |  atleast
gemma-3-27b-it,typo,typo-language,language,released-R,47, spanish |  seperate |  wasnt |  english |  succesfully |  recieve |  atleast |  sucess |  isnt |  seper
gemma-3-27b-it,typo,typo-language,language,released-R,48," languages |  spanish |  fluency |  language | . |  proficiency |  through |  foreign |  fluent | 
"
gemma-3-27b-it,typo,typo-language,language,released-R,49, spanish |  languages |  fluency |  because |  language | . |  to |  foreign |  fluent |  english
gemma-3-27b-it,typo,typo-language,language,released-R,50,". |  language |  languages |  because |  to |  spanish |  fluency |  foreign |  through | 
"
gemma-3-27b-it,typo,typo-language,language,released-R,51,. |  because |  to |  languages |  language |  through |  fluency |  spanish |  inorder |  foreign
gemma-3-27b-it,typo,typo-language,language,released-R,52,". |  to |  because |  language |  through |  for |  languages | 
 | , |  spanish"
gemma-3-27b-it,typo,typo-language,language,released-R,53,". |  to |  because |  through |  language |  for | , | 
 | ; |  as"
gemma-3-27b-it,typo,typo-language,language,released-R,54,". |  to |  because |  through | 
 | , |  for | ; |  as |  and"
gemma-3-27b-it,typo,typo-language,language,released-R,55,". |  because |  to |  through |  for |  which | , |  and | 
 |  as"
gemma-3-27b-it,typo,typo-language,language,released-R,56,". |  to |  because |  for |  through | , |  which | ; |  and |  as"
gemma-3-27b-it,typo,typo-language,language,released-R,57,". |  to | , |  for |  because |  and | ; |  through |  as |  which"
gemma-3-27b-it,typo,typo-language,language,released-R,58,". |  to | , |  because |  and |  for | ; |  as |  through |  during"
gemma-3-27b-it,typo,typo-language,language,released-R,59,". |  to | , |  and | ; |  for |  as |  in |  because | --"
gemma-3-27b-it,typo,typo-language,language,released-R,60,". | , |  and |  to |  for |  as |  in | 

 | ; |  so"
gemma-3-27b-it,typo,typo-language,language,released-J,0,"</blockquote> |  powerplant |  thence |  seperate | ."""" |  succesfully |  filesize | </i> |  thereupon | Tabpage"
gemma-3-27b-it,typo,typo-language,language,released-J,1,</blockquote> |  powerplant |  seperate |  succesfully | Tabpage |  thence |  whereupon | frontend |  thereupon |  filesize
gemma-3-27b-it,typo,typo-language,language,released-J,2,"</blockquote> |  thence |  powerplant |  seperate | Tabpage |  thereupon | ."""" |  succesfully |  whereupon |  nonconvex"
gemma-3-27b-it,typo,typo-language,language,released-J,3,</blockquote> |  thence |  nonconvex |  insofar |  necessitating |  whereupon |  powerplant | Tabpage |  thereupon |  nondegenerate
gemma-3-27b-it,typo,typo-language,language,released-J,4, thence |  insofar |  nondegenerate |  nonuniform |  nonconvex |  subsum |  precludes |  powerplant |  necessitating |  whereupon
gemma-3-27b-it,typo,typo-language,language,released-J,5, insofar |  subsum |  thence |  necessitating |  extant |  concomitant |  principally |  nonuniform |  nondegenerate |  ostensibly
gemma-3-27b-it,typo,typo-language,language,released-J,6, insofar |  thence |  necessitating |  subsum |  extant |  concomitant |  principally |  sociocultural |  necessitates |  powerplant
gemma-3-27b-it,typo,typo-language,language,released-J,7, insofar |  thence |  necessitating |  necessitates |  contempor |  thereby |  seperate |  powerplant |  nonuniform |  subsum
gemma-3-27b-it,typo,typo-language,language,released-J,8, seperate |  recieve |  recieved |  seper |  isnt |  succesfully |  occuring |  recc |  accomod |  arent
gemma-3-27b-it,typo,typo-language,language,released-J,9, seperate |  recieve |  recieved |  succesfully |  isnt |  accomod |  occuring |  seper |  wouldnt |  recc
gemma-3-27b-it,typo,typo-language,language,released-J,10, seperate |  recieve |  recieved |  isnt |  succesfully |  accomod |  occuring |  seper | recieve |  doesnt
gemma-3-27b-it,typo,typo-language,language,released-J,11, recieve |  seperate |  succesfully |  recieved |  accomod |  occuring |  isnt |  seper |  occured |  english
gemma-3-27b-it,typo,typo-language,language,released-J,12, recieve |  seperate |  succesfully |  recieved |  seper |  accomod |  occuring |  english |  isnt |  doesnt
gemma-3-27b-it,typo,typo-language,language,released-J,13, seperate |  recieve |  recieved |  seper |  english |  isnt |  occuring |  succesfully |  accomod |  اللغه
gemma-3-27b-it,typo,typo-language,language,released-J,14, seperate |  recieve |  seper |  english |  recieved |  accomod |  succesfully |  isnt |  occuring |  اللغه
gemma-3-27b-it,typo,typo-language,language,released-J,15, recieve |  seperate |  succesfully |  english |  accomod |  recieved |  seper |  occuring |  isnt |  sucess
gemma-3-27b-it,typo,typo-language,language,released-J,16, seperate |  recieve |  recieved |  seper |  english |  isnt |  occuring |  accomod |  succesfully |  teh
gemma-3-27b-it,typo,typo-language,language,released-J,17, seperate |  recieve |  seper |  succesfully |  recieved |  english |  accomod |  isnt |  sucess |  doesnt
gemma-3-27b-it,typo,typo-language,language,released-J,18, seperate |  recieve |  seper |  recieved |  english |  succesfully |  isnt |  accomod |  sucess |  doesnt
gemma-3-27b-it,typo,typo-language,language,released-J,19, recieve |  seperate |  succesfully |  seper |  recieved |  english |  isnt |  sucess |  doesnt |  accomod
gemma-3-27b-it,typo,typo-language,language,released-J,20, recieve |  seperate |  succesfully |  recieved |  seper |  english |  sucess |  doesnt |  isnt |  teh
gemma-3-27b-it,typo,typo-language,language,released-J,21, recieve |  seperate |  recieved |  succesfully |  sucess |  seper |  doesnt |  teh |  isnt |  thats
gemma-3-27b-it,typo,typo-language,language,released-J,22, recieve |  seperate |  recieved |  seper |  alot |  inital |  sucess |  occuring |  thats |  isnt
gemma-3-27b-it,typo,typo-language,language,released-J,23, recieve |  seperate |  recieved |  seper |  sucess |  succesfully |  inital |  thats |  alot |  isnt
gemma-3-27b-it,typo,typo-language,language,released-J,24, recieve |  recieved |  seperate |  succesfully |  seper |  sucess |  inital | recieve |  occuring |  managable
gemma-3-27b-it,typo,typo-language,language,released-J,25, recieve |  recieved |  seperate |  seper |  succesfully |  occuring |  inital |  sucess | recieve |  alot
gemma-3-27b-it,typo,typo-language,language,released-J,26, recieve |  seperate |  recieved |  seper |  alot |  sucess |  occuring |  inital |  succesfully |  accomod
gemma-3-27b-it,typo,typo-language,language,released-J,27, recieve |  seperate |  recieved |  succesfully |  seper |  alot |  sucess |  doesnt |  accomod |  thats
gemma-3-27b-it,typo,typo-language,language,released-J,28, recieve |  seperate |  recieved |  succesfully |  doesnt |  alot |  sucess |  seper |  thats |  atleast
gemma-3-27b-it,typo,typo-language,language,released-J,29, recieve |  seperate |  succesfully |  recieved |  doesnt |  alot |  atleast |  wasnt |  thats |  isnt
gemma-3-27b-it,typo,typo-language,language,released-J,30, recieve |  seperate |  doesnt |  recieved |  succesfully |  wasnt |  atleast |  isnt |  thats |  alot
gemma-3-27b-it,typo,typo-language,language,released-J,31, recieve |  doesnt |  seperate |  wasnt |  succesfully |  recieved |  didnt |  thats |  isnt |  atleast
gemma-3-27b-it,typo,typo-language,language,released-J,32, recieve |  wasnt |  seperate |  doesnt |  succesfully |  didnt |  thats |  isnt |  english |  recieved
gemma-3-27b-it,typo,typo-language,language,released-J,33, wasnt |  recieve |  doesnt |  didnt |  seperate |  succesfully |  atleast |  isnt |  thats |  couldnt
gemma-3-27b-it,typo,typo-language,language,released-J,34, اللغه |  english |  spanish |  wasnt |  languages | languages |  doesnt | Languages |  didnt |  japanese
gemma-3-27b-it,typo,typo-language,language,released-J,35, اللغه |  wasnt |  english |  doesnt |  bahasa | languages |  didnt |  spanish | Languages |  languages
gemma-3-27b-it,typo,typo-language,language,released-J,36, اللغه | 言語 |  bahasa | 语言 |  languages | Languages |  idiomas | languages |  english | 語言
gemma-3-27b-it,typo,typo-language,language,released-J,37, اللغه |  wasnt |  english |  atleast | 言語 |  spanish | Languages |  didnt |  recieve |  bahasa
gemma-3-27b-it,typo,typo-language,language,released-J,38, اللغه | Languages | 言語 |  bahasa |  languages | languages |  idiomas |  english |  Languages |  spanish
gemma-3-27b-it,typo,typo-language,language,released-J,39, اللغه | Languages | 言語 |  bahasa |  english |  languages |  spanish | languages |  langage |  wasnt
gemma-3-27b-it,typo,typo-language,language,released-J,40, اللغه | Languages |  spanish |  english | 言語 |  languages | languages |  bahasa |  idiomas |  langage
gemma-3-27b-it,typo,typo-language,language,released-J,41, اللغه |  languages | languages | Languages |  langage |  idiomas |  Languages | 言語 |  bahasa | language
gemma-3-27b-it,typo,typo-language,language,released-J,42, اللغه |  languages | Languages | languages |  langage |  idiomas | 言語 |  Languages |  bahasa | language
gemma-3-27b-it,typo,typo-language,language,released-J,43, اللغه |  languages | languages |  langage | Languages |  idiomas |  Languages | 言語 | language |  language
gemma-3-27b-it,typo,typo-language,language,released-J,44, اللغه |  languages |  langage | languages | Languages |  idiomas |  Languages | 言語 | language |  bahasa
gemma-3-27b-it,typo,typo-language,language,released-J,45, اللغه |  languages |  langage | languages |  idiomas |  language | Languages |  Languages | language | 言語
gemma-3-27b-it,typo,typo-language,language,released-J,46, اللغه |  langage |  spanish |  languages | languages |  wasnt |  idiomas |  Languages | Languages |  language
gemma-3-27b-it,typo,typo-language,language,released-J,47, spanish |  langage |  wasnt |  succesfully |  recieve |  اللغه |  atleast |  english |  seperate |  languages
gemma-3-27b-it,typo,typo-language,language,released-J,48, languages |  spanish |  اللغه |  fluency |  Languages |  idiomas | Languages | languages |  bahasa |  fluent
gemma-3-27b-it,typo,typo-language,language,released-J,49, spanish |  languages |  اللغه |  fluency |  idiomas |  Languages | Languages | languages | spanish |  fluent
gemma-3-27b-it,typo,typo-language,language,released-J,50, spanish |  languages |  fluency |  اللغه |  Languages |  idiomas | Languages |  foreign | languages |  fluent
gemma-3-27b-it,typo,typo-language,language,released-J,51, fluency |  spanish |  languages |  اللغه |  Languages |  fluent |  idiomas |  inorder |  foreign | languages
gemma-3-27b-it,typo,typo-language,language,released-J,52, spanish |  languages |  fluency |  inorder |  Languages |  language |  اللغه |  foreign |  fluent |  english
gemma-3-27b-it,typo,typo-language,language,released-J,53, languages |  fluency |  spanish |  foreign |  language |  fluent |  Languages |  Spanish |  Mandarin |  because
gemma-3-27b-it,typo,typo-language,language,released-J,54, fluency |  spanish |  languages |  foreign |  language |  because |  fluent |  Spanish | . |  to
gemma-3-27b-it,typo,typo-language,language,released-J,55,. |  because |  to |  through |  fluency |  spanish |  Spanish |  which |  foreign |  inorder
gemma-3-27b-it,typo,typo-language,language,released-J,56, to | . |  because |  for |  fluency |  through | ​. |  which |  beginning | ;
gemma-3-27b-it,typo,typo-language,language,released-J,57,". |  to |  for |  because | , |  through | ; |  and |  so |  which"
gemma-3-27b-it,typo,typo-language,language,released-J,58,". |  to |  because | , |  for |  and | ; |  as | ! |  so"
gemma-3-27b-it,typo,typo-language,language,released-J,59,". |  to |  and | , | ; |  for |  because |  as |  in | !"
gemma-3-27b-it,typo,typo-language,language,released-J,60,". | , |  and |  to |  for |  as |  in | 

 | ; |  so"
gemma-3-27b-it,typo,typo-language,language,logit,0,"auge | "" | ли | 
 | е | : |  | ' | / | '،"
gemma-3-27b-it,typo,typo-language,language,logit,1,"auge | "" | е | ли | : |  | 
 | ᆭ | ۸ | iril"
gemma-3-27b-it,typo,typo-language,language,logit,2,"е | "" | auge |  | ли | : | 
 | ᱐ | ᆭ | ۸"
gemma-3-27b-it,typo,typo-language,language,logit,3,"е | auge |  | 
 | ᱐ | : | iril | ᆭ | ли |  studierte"
gemma-3-27b-it,typo,typo-language,language,logit,4,"
 |  | ות | auge | е | , | 끔 | "" | : | </h3>"
gemma-3-27b-it,typo,typo-language,language,logit,5,"
 | ות | , | ం | е |  | : | ST | 인 | ع"
gemma-3-27b-it,typo,typo-language,language,logit,6,"ות | 
 | , | ం | е | : | ش | 인 | ع | ST"
gemma-3-27b-it,typo,typo-language,language,logit,7,"
 | ות | ం | , | е | el | ᱐ | ૦ | ع | ంక"
gemma-3-27b-it,typo,typo-language,language,logit,8,"
 | ות | त | il | el | , | ing | ع | us | ش"
gemma-3-27b-it,typo,typo-language,language,logit,9,"ות | ش | 
 | il | त | ع | ת | ing | el | т"
gemma-3-27b-it,typo,typo-language,language,logit,10,"ش | ות | 
 | il | ع | ת | त | us | т | x"
gemma-3-27b-it,typo,typo-language,language,logit,11,"ش | 
 | ות | ת | ع | il | त | т | x | ಾ"
gemma-3-27b-it,typo,typo-language,language,logit,12,"ش | ות | ת | 
 | ع | त | ed | т | ون | x"
gemma-3-27b-it,typo,typo-language,language,logit,13,"ش | ות | ת | 
 | ع | त |  Severe | т | ಾ | પ"
gemma-3-27b-it,typo,typo-language,language,logit,14,"ش | ות | 
 |  Severe | ת | т | त | ع | il | ಾ"
gemma-3-27b-it,typo,typo-language,language,logit,15,ش | ות | il | ir | an |  Severe | ad | ع | x | त
gemma-3-27b-it,typo,typo-language,language,logit,16,ش | ות | il | ir | us |  Severe | an | ad |  Teams | auge
gemma-3-27b-it,typo,typo-language,language,logit,17,ش | il |  Languages |  Language |  Bahasa | ir | an | ות | ad | auge
gemma-3-27b-it,typo,typo-language,language,logit,18,ش | il |  Languages |  Language |  Bahasa | auge | ॓ | an | ad |  Lernen
gemma-3-27b-it,typo,typo-language,language,logit,19,ش | il |  Languages |  Bahasa |  Language |  Lernen | auge | ॓ |  Learning | ir
gemma-3-27b-it,typo,typo-language,language,logit,20, Languages | il |  Learning |  Language |  Inggris |  Lernen |  Bahasa | ॓ | auge | ش
gemma-3-27b-it,typo,typo-language,language,logit,21, Learning |  sesuai |  Inggris | il |  Lernen | auge |  Language |  Languages | ॓ |  Mandarin
gemma-3-27b-it,typo,typo-language,language,logit,22, Learning |  lernen |  sesuai |  Languages |  Lernen |  Language |  Bahasa |  Inggris | auge |  Mandarin
gemma-3-27b-it,typo,typo-language,language,logit,23, Learning |  Inggris |  sesuai | auge |  Language |  Languages |  lernen |  Mandarin |  Bahasa | agamanam
gemma-3-27b-it,typo,typo-language,language,logit,24, Learning | agamanam |  Language | auge |  Inggris |  sesuai |  Languages |  тепер |  Bahasa |  영어
gemma-3-27b-it,typo,typo-language,language,logit,25,"agamanam |  Learning | , |  Language |  тепер | auge |  или |  Mandarin | 🎿 |  Gesetz"
gemma-3-27b-it,typo,typo-language,language,logit,26,"agamanam |  тепер | 🎿 | , |  или |  Learning |  Irland | ॓ |  Inggris |  ឬ"
gemma-3-27b-it,typo,typo-language,language,logit,27,", |  Unterricht |  coursework |  Learning |  Mandarin |  или |  Classroom |  обучения |  GCSE |  curricular"
gemma-3-27b-it,typo,typo-language,language,logit,28," Learning | , |  Unterricht |  coursework |  learning |  Teaching |  или |  Teach |  обучения |  bootcamp"
gemma-3-27b-it,typo,typo-language,language,logit,29, Learning |  learning |  Teaching |  apprend |  coursework |  bootcamp |  training |  Training |  Unterricht |  Languages
gemma-3-27b-it,typo,typo-language,language,logit,30, Languages |  Language |  Learning |  Teaching |  learning |  coursework |  Unterricht |  Classroom |  تعلم |  Mandarin
gemma-3-27b-it,typo,typo-language,language,logit,31, Learning |  Classroom |  Languages |  Teaching |  coursework |  learning |  преподава |  Beginning |  classroom |  Courses
gemma-3-27b-it,typo,typo-language,language,logit,32, Languages |  Learning |  learning | Languages |  Mandarin |  coursework |  courses |  Language |  elective |  تعلم
gemma-3-27b-it,typo,typo-language,language,logit,33, elective |  Courses |  courses |  Languages |  Learning | 课程 | Languages |  Mandarin |  coursework |  learning
gemma-3-27b-it,typo,typo-language,language,logit,34, Languages | Languages |  languages |  Language |  اللغة |  language |  ภาษา | Language |  bahasa |  लैंग्वेज
gemma-3-27b-it,typo,typo-language,language,logit,35, Languages |  languages |  Language |  اللغة |  language |  लैंग्वेज | Languages |  Mandarin |  язык |  elective
gemma-3-27b-it,typo,typo-language,language,logit,36, Languages |  اللغة |  languages |  Mandarin |  elective |  fluency |  language |  Language | Languages | 语言
gemma-3-27b-it,typo,typo-language,language,logit,37, elective |  Languages |  Mandarin |  fluency |  Mandatory | を選択 |  mandatory |  languages |  اللغة |  Proficiency
gemma-3-27b-it,typo,typo-language,language,logit,38, elective |  Mandarin |  Languages |  languages |  اللغة |  fluency | Languages |  mandatory |  Mandatory |  Proficiency
gemma-3-27b-it,typo,typo-language,language,logit,39, Languages |  elective |  Mandarin |  languages |  اللغة |  fluency |  proficiency |  Proficiency | Languages |  fluent
gemma-3-27b-it,typo,typo-language,language,logit,40, Mandarin |  elective |  Languages |  proficiency |  languages |  Requirement |  requirement |  Proficiency |  fluency |  اللغة
gemma-3-27b-it,typo,typo-language,language,logit,41, languages |  Languages |  Mandarin | Languages |  proficiency |  language |  foreign |  اللغة |  langues |  elective
gemma-3-27b-it,typo,typo-language,language,logit,42, Languages |  languages |  Mandarin |  proficiency | Languages |  language | 语言 |  اللغة |  langues |  fluency
gemma-3-27b-it,typo,typo-language,language,logit,43, Languages |  languages |  proficiency | Languages |  Mandarin |  language |  elective | 语言 |  Proficiency |  idiomas
gemma-3-27b-it,typo,typo-language,language,logit,44, Languages |  languages |  Mandarin |  proficiency | Languages |  language |  elective |  idiomas | 语言 |  اللغة
gemma-3-27b-it,typo,typo-language,language,logit,45, languages |  Languages |  Mandarin | Languages |  language |  اللغة |  proficiency | 语言 |  idiomas |  fluency
gemma-3-27b-it,typo,typo-language,language,logit,46, Mandarin |  proficiency |  Languages |  languages |  fluency |  elective |  fluent |  Proficiency |  foreign |  proficient
gemma-3-27b-it,typo,typo-language,language,logit,47, Mandarin |  proficiency |  Languages |  elective |  languages |  fluent |  fluency |  spanish |  upto |  courses
gemma-3-27b-it,typo,typo-language,language,logit,48, fluency |  proficiency |  fluent |  flu |  Mandarin |  Flu |  elective |  proficient |  Proficiency |  foreign
gemma-3-27b-it,typo,typo-language,language,logit,49, fluency |  proficiency |  fluent |  flu |  Mandarin |  proficient |  besides |  Proficiency |  Flu |  foreign
gemma-3-27b-it,typo,typo-language,language,logit,50, fluency |  proficiency |  fluent |  flu |  Mandarin |  proficient |  up |  to |  besides |  foreign
gemma-3-27b-it,typo,typo-language,language,logit,51, fluency |  fluent |  proficiency |  flu |  to |  up |  proficient |  Mandarin |  because |  besides
gemma-3-27b-it,typo,typo-language,language,logit,52," to |  fluency |  fluent |  proficiency |  up |  flu | . |  proficient |  because | ,"
gemma-3-27b-it,typo,typo-language,language,logit,53," to |  fluent | . |  proficient | , |  up |  proficiency |  flu |  fluency |  because"
gemma-3-27b-it,typo,typo-language,language,logit,54," to |  because | . | , |  up |  for |  fluent |  fluency |  proficient |  flu"
gemma-3-27b-it,typo,typo-language,language,logit,55," because | . |  to |  for |  through |  Spanish |  besides | , |  fluency |  up"
gemma-3-27b-it,typo,typo-language,language,logit,56,". |  to | , |  because |  for |  so | ; |  through |  ( |  up"
gemma-3-27b-it,typo,typo-language,language,logit,57,". | , |  to |  for |  so | ; |  ( |  because |  as |  through"
gemma-3-27b-it,typo,typo-language,language,logit,58,". | , |  to | ; |  because |  ( |  as |  for |  and |  so"
gemma-3-27b-it,typo,typo-language,language,logit,59,". |  to | , |  and | ; |  for |  as |  in |  so |  because"
gemma-3-27b-it,typo,typo-language,language,logit,60,". | , |  and |  to |  for |  as |  in | 

 | ; |  so"
gemma-3-27b-it,association,grief,grief,released-R,0,", | — | 
 |  $\ | 

 |  ${ |  — | ... | ly | …"
gemma-3-27b-it,association,grief,grief,released-R,1,", | — | 
 | 

 |  $\ | ... |  — |  ${ | … | ly"
gemma-3-27b-it,association,grief,grief,released-R,2,", | — | 
 | 

 |  $\ |  — |  ${ | ... | … |  ("
gemma-3-27b-it,association,grief,grief,released-R,3,", | 

 | 
 | — | ... |  ( |  and | . |   | …"
gemma-3-27b-it,association,grief,grief,released-R,4,", | 

 |  ( |  and | 
 | . |   | � | ... |  in"
gemma-3-27b-it,association,grief,grief,released-R,5,", |  ( |  and |   | 

 | � | 
 | . | ... |  """
gemma-3-27b-it,association,grief,grief,released-R,6,", |  ( |  and | 

 |   | � | . | 
 |  "" | ..."
gemma-3-27b-it,association,grief,grief,released-R,7,", |  ( |  and |   | � | 

 | . |  "" | 
 | ..."
gemma-3-27b-it,association,grief,grief,released-R,8,", |  ( |  and |  "" | 

 | . |   | � | 
 |  in"
gemma-3-27b-it,association,grief,grief,released-R,9,", |  and |  ( | . |   |  "" | 

 | 
 |  in | ..."
gemma-3-27b-it,association,grief,grief,released-R,10,", |  ( |  and | . |  "" |   | 

 | 
 | ... |  in"
gemma-3-27b-it,association,grief,grief,released-R,11,", |  ( |  and |  "" | . |   | 

 | 
 |  in | ..."
gemma-3-27b-it,association,grief,grief,released-R,12,", |  ( |  and |  "" | . |   | 
 | 

 |  in |  to"
gemma-3-27b-it,association,grief,grief,released-R,13,", |  "" |  and | . |  ( |   | 

 | 
 | ... |  in"
gemma-3-27b-it,association,grief,grief,released-R,14,", |  "" |  and | . |  ( |   | 

 |  in | 
 |  to"
gemma-3-27b-it,association,grief,grief,released-R,15,", |  "" | . |  and |   |  ( | 

 | ... |  in | 
"
gemma-3-27b-it,association,grief,grief,released-R,16,", |  "" | . |  and |   |  ( | ... | 

 |  a |  the"
gemma-3-27b-it,association,grief,grief,released-R,17,", |  "" |  and | . |   |  ( |  the |  a | 

 | ..."
gemma-3-27b-it,association,grief,grief,released-R,18,", |  "" | . |  and |   |  ( |  the |  a | 

 | ..."
gemma-3-27b-it,association,grief,grief,released-R,19," "" | , | . |  “ |  and |   |  ( |  the |  a |  '"
gemma-3-27b-it,association,grief,grief,released-R,20," "" | , |  “ |  only |  never |  ' | ... |  almost | . |  not"
gemma-3-27b-it,association,grief,grief,released-R,21," "" | , |  never |  because |  “ |  only |  almost |  just |  still |  even"
gemma-3-27b-it,association,grief,grief,released-R,22," inexplic |  quietly |  mysteriously |  "" |  waiting | — |  never |  forever |  seemed |  foolish"
gemma-3-27b-it,association,grief,grief,released-R,23,— |  inexplic |  quietly |  mysteriously |  because |  never | -- |  — |  seemed |  foolish
gemma-3-27b-it,association,grief,grief,released-R,24,"— |  quietly |  inexplic |  — | -- | --"" |  mysteriously |  cheerfully |  apparently | —“"
gemma-3-27b-it,association,grief,grief,released-R,25, inexplic | — |  mysteriously |  apparently |  miraculously |  quietly |  — |  foolish | —“ |  never
gemma-3-27b-it,association,grief,grief,released-R,26, memorial |  inexplic |  grieving |  mourn |  posthum |  mourning |  sentimental |  commemorating |  mour |  honoring
gemma-3-27b-it,association,grief,grief,released-R,27, inexplic |  grieving |  memorial |  heartbroken |  mourning |  sentimental |  grief | — |  heartbreaking |  emotionally
